[2026-01-16 22:15:54.946] V:0.924V | I:-0.000A | mAh:-0.01
[2026-01-17 00:34:04.522] V:4.156V | I:0.255A | mAh:1129.67
[2026-01-17 00:34:05.521] V:4.156V | I:0.254A | mAh:1129.74
[2026-01-17 00:34:06.538] V:4.160V | I:0.256A | mAh:1129.82
[2026-01-17 00:34:07.525] V:4.160V | I:0.253A | mAh:1129.89
[2026-01-17 00:34:08.542] V:4.160V | I:0.255A | mAh:1129.96
[2026-01-17 00:34:09.543] V:4.160V | I:0.252A | mAh:1130.03
[2026-01-17 00:34:10.543] V:4.160V | I:0.253A | mAh:1130.10
[2026-01-17 00:34:11.542] V:4.156V | I:0.254A | mAh:1130.17
[2026-01-17 00:34:12.541] V:4.160V | I:0.253A | mAh:1130.24
[2026-01-17 00:34:13.542] V:4.160V | I:0.252A | mAh:1130.31
[2026-01-17 00:34:14.541] V:4.160V | I:0.253A | mAh:1130.38
[2026-01-17 00:34:15.556] V:4.156V | I:0.255A | mAh:1130.45
[2026-01-17 00:34:16.544] V:4.152V | I:0.253A | mAh:1130.52
[2026-01-17 00:34:17.546] V:4.152V | I:0.253A | mAh:1130.59
[2026-01-17 00:34:18.561] V:4.160V | I:0.253A | mAh:1130.66
[2026-01-17 00:34:19.564] V:4.152V | I:0.252A | mAh:1130.73
[2026-01-17 00:34:20.560] V:4.160V | I:0.252A | mAh:1130.80
[2026-01-17 00:34:21.559] V:4.160V | I:0.252A | mAh:1130.87
[2026-01-17 00:34:22.558] V:4.156V | I:0.251A | mAh:1130.94
[2026-01-17 00:34:23.562] V:4.156V | I:0.253A | mAh:1131.01
[2026-01-17 00:34:24.566] V:4.160V | I:0.253A | mAh:1131.08
[2026-01-17 00:34:25.568] V:4.152V | I:0.251A | mAh:1131.15
[2026-01-17 00:34:26.568] V:4.156V | I:0.249A | mAh:1131.22
[2026-01-17 00:34:27.568] V:4.156V | I:0.250A | mAh:1131.29
[2026-01-17 00:34:28.572] V:4.160V | I:0.251A | mAh:1131.36
[2026-01-17 00:34:29.574] V:4.156V | I:0.252A | mAh:1131.43
[2026-01-17 00:34:30.580] V:4.160V | I:0.252A | mAh:1131.50
[2026-01-17 00:34:31.582] V:4.156V | I:0.250A | mAh:1131.57
[2026-01-17 00:34:32.585] V:4.160V | I:0.250A | mAh:1131.64
[2026-01-17 00:34:33.591] V:4.156V | I:0.252A | mAh:1131.71
[2026-01-17 00:34:34.592] V:4.156V | I:0.252A | mAh:1131.78
[2026-01-17 00:34:35.595] V:4.160V | I:0.250A | mAh:1131.85
[2026-01-17 00:34:36.584] V:4.156V | I:0.251A | mAh:1131.92
[2026-01-17 00:34:37.598] V:4.156V | I:0.251A | mAh:1131.99
[2026-01-17 00:34:38.597] V:4.156V | I:0.250A | mAh:1132.06
[2026-01-17 00:34:39.596] V:4.160V | I:0.250A | mAh:1132.13
[2026-01-17 00:34:40.599] V:4.156V | I:0.251A | mAh:1132.20
[2026-01-17 00:34:41.598] V:4.156V | I:0.252A | mAh:1132.27
[2026-01-17 00:34:42.601] V:4.160V | I:0.250A | mAh:1132.34
[2026-01-17 00:34:43.600] V:4.156V | I:0.248A | mAh:1132.41
[2026-01-17 00:34:44.605] V:4.160V | I:0.252A | mAh:1132.48
[2026-01-17 00:34:45.610] V:4.156V | I:0.249A | mAh:1132.55
[2026-01-17 00:34:46.609] V:4.156V | I:0.249A | mAh:1132.62
[2026-01-17 00:34:47.610] V:4.156V | I:0.251A | mAh:1132.69
[2026-01-17 00:34:48.613] V:4.160V | I:0.248A | mAh:1132.76
[2026-01-17 00:34:49.615] V:4.160V | I:0.248A | mAh:1132.83
[2026-01-17 00:34:50.615] V:4.156V | I:0.248A | mAh:1132.89
[2026-01-17 00:34:51.620] V:4.160V | I:0.250A | mAh:1132.96
[2026-01-17 00:34:52.624] V:4.156V | I:0.249A | mAh:1133.03
[2026-01-17 00:34:53.625] V:4.160V | I:0.249A | mAh:1133.10
[2026-01-17 00:34:54.625] V:4.164V | I:0.250A | mAh:1133.17
[2026-01-17 00:34:55.624] V:4.160V | I:0.249A | mAh:1133.24
[2026-01-17 00:34:56.628] V:4.156V | I:0.248A | mAh:1133.31
[2026-01-17 00:34:57.630] V:4.160V | I:0.250A | mAh:1133.38
[2026-01-17 00:34:58.635] V:4.160V | I:0.249A | mAh:1133.45
[2026-01-17 00:34:59.638] V:4.160V | I:0.248A | mAh:1133.52
[2026-01-17 00:35:00.640] V:4.160V | I:0.248A | mAh:1133.59
[2026-01-17 00:35:01.644] V:4.160V | I:0.248A | mAh:1133.66
[2026-01-17 00:35:02.648] V:4.160V | I:0.249A | mAh:1133.73
[2026-01-17 00:35:03.652] V:4.160V | I:0.248A | mAh:1133.79
[2026-01-17 00:35:04.641] V:4.156V | I:0.246A | mAh:1133.86
[2026-01-17 00:35:05.646] V:4.156V | I:0.247A | mAh:1133.93
[2026-01-17 00:35:06.650] V:4.160V | I:0.248A | mAh:1134.00
[2026-01-17 00:35:07.654] V:4.160V | I:0.247A | mAh:1134.07
[2026-01-17 00:35:08.659] V:4.156V | I:0.245A | mAh:1134.14
[2026-01-17 00:35:09.663] V:4.160V | I:0.248A | mAh:1134.21
[2026-01-17 00:35:10.651] V:4.160V | I:0.248A | mAh:1134.28
[2026-01-17 00:35:11.667] V:4.156V | I:0.247A | mAh:1134.34
[2026-01-17 00:35:12.655] V:4.160V | I:0.248A | mAh:1134.41
[2026-01-17 00:35:13.658] V:4.156V | I:0.247A | mAh:1134.48
[2026-01-17 00:35:14.673] V:4.160V | I:0.248A | mAh:1134.55
[2026-01-17 00:35:15.674] V:4.160V | I:0.245A | mAh:1134.62
[2026-01-17 00:35:16.678] V:4.160V | I:0.246A | mAh:1134.69
[2026-01-17 00:35:17.666] V:4.160V | I:0.244A | mAh:1134.76
[2026-01-17 00:35:18.680] V:4.156V | I:0.248A | mAh:1134.82
[2026-01-17 00:35:19.669] V:4.156V | I:0.245A | mAh:1134.89
[2026-01-17 00:35:20.673] V:4.160V | I:0.245A | mAh:1134.96
[2026-01-17 00:35:21.674] V:4.160V | I:0.244A | mAh:1135.03
[2026-01-17 00:35:22.679] V:4.160V | I:0.244A | mAh:1135.10
[2026-01-17 00:35:23.681] V:4.160V | I:0.247A | mAh:1135.17
[2026-01-17 00:35:24.684] V:4.160V | I:0.245A | mAh:1135.23
[2026-01-17 00:35:25.685] V:4.160V | I:0.244A | mAh:1135.30
[2026-01-17 00:35:26.684] V:4.160V | I:0.244A | mAh:1135.37
[2026-01-17 00:35:27.687] V:4.156V | I:0.244A | mAh:1135.44
[2026-01-17 00:35:28.688] V:4.160V | I:0.245A | mAh:1135.51
[2026-01-17 00:35:29.690] V:4.160V | I:0.243A | mAh:1135.57
[2026-01-17 00:35:30.691] V:4.160V | I:0.243A | mAh:1135.64
[2026-01-17 00:35:31.705] V:4.160V | I:0.244A | mAh:1135.71
[2026-01-17 00:35:32.707] V:4.160V | I:0.243A | mAh:1135.78
[2026-01-17 00:35:33.712] V:4.160V | I:0.243A | mAh:1135.85
[2026-01-17 00:35:34.712] V:4.164V | I:0.244A | mAh:1135.91
[2026-01-17 00:35:35.714] V:4.160V | I:0.243A | mAh:1135.98
[2026-01-17 00:35:36.711] V:4.160V | I:0.241A | mAh:1136.05
[2026-01-17 00:35:37.711] V:4.156V | I:0.241A | mAh:1136.11
[2026-01-17 00:35:38.715] V:4.160V | I:0.243A | mAh:1136.18
[2026-01-17 00:35:39.720] V:4.160V | I:0.243A | mAh:1136.25
[2026-01-17 00:35:40.726] V:4.160V | I:0.243A | mAh:1136.32
[2026-01-17 00:35:41.725] V:4.160V | I:0.242A | mAh:1136.39
[2026-01-17 00:35:42.726] V:4.160V | I:0.243A | mAh:1136.45
[2026-01-17 00:35:43.726] V:4.160V | I:0.242A | mAh:1136.52
[2026-01-17 00:35:44.727] V:4.160V | I:0.241A | mAh:1136.59
[2026-01-17 00:35:45.728] V:4.160V | I:0.241A | mAh:1136.65
[2026-01-17 00:35:46.723] V:4.160V | I:0.241A | mAh:1136.72
[2026-01-17 00:35:47.727] V:4.164V | I:0.244A | mAh:1136.79
[2026-01-17 00:35:48.728] V:4.164V | I:0.241A | mAh:1136.86
[2026-01-17 00:35:49.730] V:4.160V | I:0.243A | mAh:1136.92
[2026-01-17 00:35:50.732] V:4.160V | I:0.241A | mAh:1136.99
[2026-01-17 00:35:51.734] V:4.160V | I:0.241A | mAh:1137.06
[2026-01-17 00:35:52.738] V:4.164V | I:0.241A | mAh:1137.13
[2026-01-17 00:35:53.740] V:4.164V | I:0.242A | mAh:1137.19
[2026-01-17 00:35:54.745] V:4.164V | I:0.240A | mAh:1137.26
[2026-01-17 00:35:55.750] V:4.160V | I:0.242A | mAh:1137.33
[2026-01-17 00:35:56.755] V:4.160V | I:0.242A | mAh:1137.39
[2026-01-17 00:35:57.754] V:4.160V | I:0.242A | mAh:1137.46
[2026-01-17 00:35:58.760] V:4.160V | I:0.241A | mAh:1137.53
[2026-01-17 00:35:59.763] V:4.160V | I:0.243A | mAh:1137.60
[2026-01-17 00:36:00.766] V:4.160V | I:0.241A | mAh:1137.66
[2026-01-17 00:36:01.754] V:4.160V | I:0.241A | mAh:1137.73
[2026-01-17 00:36:02.754] V:4.156V | I:0.239A | mAh:1137.80
[2026-01-17 00:36:03.757] V:4.160V | I:0.241A | mAh:1137.86
[2026-01-17 00:36:04.759] V:4.160V | I:0.240A | mAh:1137.93
[2026-01-17 00:36:05.761] V:4.160V | I:0.239A | mAh:1138.00
[2026-01-17 00:36:06.764] V:4.160V | I:0.240A | mAh:1138.06
[2026-01-17 00:36:07.778] V:4.164V | I:0.241A | mAh:1138.13
[2026-01-17 00:36:08.766] V:4.160V | I:0.240A | mAh:1138.20
[2026-01-17 00:36:09.768] V:4.160V | I:0.240A | mAh:1138.26
[2026-01-17 00:36:10.773] V:4.160V | I:0.241A | mAh:1138.33
[2026-01-17 00:36:11.777] V:4.160V | I:0.241A | mAh:1138.40
[2026-01-17 00:36:12.779] V:4.156V | I:0.240A | mAh:1138.47
[2026-01-17 00:36:13.780] V:4.160V | I:0.239A | mAh:1138.53
[2026-01-17 00:36:14.782] V:4.160V | I:0.240A | mAh:1138.60
[2026-01-17 00:36:15.795] V:4.156V | I:0.240A | mAh:1138.67
[2026-01-17 00:36:16.793] V:4.160V | I:0.239A | mAh:1138.73
[2026-01-17 00:36:17.797] V:4.160V | I:0.240A | mAh:1138.80
[2026-01-17 00:36:18.798] V:4.160V | I:0.239A | mAh:1138.86
[2026-01-17 00:36:19.801] V:4.160V | I:0.240A | mAh:1138.93
[2026-01-17 00:36:20.804] V:4.160V | I:0.238A | mAh:1139.00
[2026-01-17 00:36:21.804] V:4.156V | I:0.241A | mAh:1139.06
[2026-01-17 00:36:22.805] V:4.160V | I:0.238A | mAh:1139.13
[2026-01-17 00:36:23.808] V:4.160V | I:0.239A | mAh:1139.20
[2026-01-17 00:36:24.812] V:4.164V | I:0.238A | mAh:1139.26
[2026-01-17 00:36:25.813] V:4.156V | I:0.236A | mAh:1139.33
[2026-01-17 00:36:26.814] V:4.164V | I:0.237A | mAh:1139.40
[2026-01-17 00:36:27.817] V:4.160V | I:0.236A | mAh:1139.46
[2026-01-17 00:36:28.805] V:4.160V | I:0.239A | mAh:1139.53
[2026-01-17 00:36:29.809] V:4.160V | I:0.237A | mAh:1139.59
[2026-01-17 00:36:30.811] V:4.156V | I:0.235A | mAh:1139.66
[2026-01-17 00:36:31.814] V:4.160V | I:0.235A | mAh:1139.72
[2026-01-17 00:36:32.817] V:4.164V | I:0.235A | mAh:1139.79
[2026-01-17 00:36:33.823] V:4.160V | I:0.238A | mAh:1139.86
[2026-01-17 00:36:34.825] V:4.160V | I:0.236A | mAh:1139.92
[2026-01-17 00:36:35.831] V:4.160V | I:0.236A | mAh:1139.99
[2026-01-17 00:36:36.822] V:4.160V | I:0.235A | mAh:1140.05
[2026-01-17 00:36:37.836] V:4.160V | I:0.235A | mAh:1140.12
[2026-01-17 00:36:38.839] V:4.164V | I:0.235A | mAh:1140.18
[2026-01-17 00:36:39.842] V:4.160V | I:0.235A | mAh:1140.25
[2026-01-17 00:36:40.833] V:4.160V | I:0.234A | mAh:1140.31
[2026-01-17 00:36:41.834] V:4.160V | I:0.235A | mAh:1140.38
[2026-01-17 00:36:42.839] V:4.160V | I:0.236A | mAh:1140.45
[2026-01-17 00:36:43.846] V:4.160V | I:0.235A | mAh:1140.51
[2026-01-17 00:36:44.848] V:4.164V | I:0.236A | mAh:1140.58
[2026-01-17 00:36:45.852] V:4.164V | I:0.235A | mAh:1140.64
[2026-01-17 00:36:46.851] V:4.160V | I:0.235A | mAh:1140.71
[2026-01-17 00:36:47.853] V:4.164V | I:0.234A | mAh:1140.77
[2026-01-17 00:36:48.855] V:4.160V | I:0.235A | mAh:1140.84
[2026-01-17 00:36:49.857] V:4.164V | I:0.234A | mAh:1140.90
[2026-01-17 00:36:50.858] V:4.160V | I:0.234A | mAh:1140.97
[2026-01-17 00:36:51.856] V:4.156V | I:0.235A | mAh:1141.03
[2026-01-17 00:36:52.859] V:4.164V | I:0.234A | mAh:1141.10
[2026-01-17 00:36:53.860] V:4.160V | I:0.233A | mAh:1141.16
[2026-01-17 00:36:54.861] V:4.160V | I:0.233A | mAh:1141.23
[2026-01-17 00:36:55.863] V:4.164V | I:0.233A | mAh:1141.29
[2026-01-17 00:36:56.873] V:4.160V | I:0.234A | mAh:1141.36
[2026-01-17 00:36:57.865] V:4.156V | I:0.231A | mAh:1141.42
[2026-01-17 00:36:58.872] V:4.164V | I:0.232A | mAh:1141.49
[2026-01-17 00:36:59.880] V:4.160V | I:0.231A | mAh:1141.55
[2026-01-17 00:37:00.871] V:4.160V | I:0.232A | mAh:1141.62
[2026-01-17 00:37:01.880] V:4.160V | I:0.231A | mAh:1141.68
[2026-01-17 00:37:02.888] V:4.160V | I:0.232A | mAh:1141.74
[2026-01-17 00:37:03.877] V:4.160V | I:0.232A | mAh:1141.81
[2026-01-17 00:37:04.883] V:4.164V | I:0.233A | mAh:1141.87
[2026-01-17 00:37:05.891] V:4.164V | I:0.232A | mAh:1141.94
[2026-01-17 00:37:06.884] V:4.160V | I:0.233A | mAh:1142.00
[2026-01-17 00:37:07.891] V:4.160V | I:0.231A | mAh:1142.07
[2026-01-17 00:37:08.887] V:4.160V | I:0.232A | mAh:1142.13
[2026-01-17 00:37:09.894] V:4.160V | I:0.231A | mAh:1142.20
[2026-01-17 00:37:10.889] V:4.160V | I:0.232A | mAh:1142.26
[2026-01-17 00:37:11.897] V:4.160V | I:0.232A | mAh:1142.33
[2026-01-17 00:37:12.908] V:4.160V | I:0.231A | mAh:1142.39
[2026-01-17 00:37:13.900] V:4.156V | I:0.231A | mAh:1142.45
[2026-01-17 00:37:14.905] V:4.164V | I:0.232A | mAh:1142.52
[2026-01-17 00:37:15.899] V:4.164V | I:0.229A | mAh:1142.58
[2026-01-17 00:37:16.906] V:4.160V | I:0.229A | mAh:1142.65
[2026-01-17 00:37:17.915] V:4.160V | I:0.231A | mAh:1142.71
[2026-01-17 00:37:18.907] V:4.164V | I:0.228A | mAh:1142.77
[2026-01-17 00:37:19.913] V:4.164V | I:0.229A | mAh:1142.84
[2026-01-17 00:37:20.922] V:4.160V | I:0.228A | mAh:1142.90
[2026-01-17 00:37:21.917] V:4.164V | I:0.230A | mAh:1142.97
[2026-01-17 00:37:22.922] V:4.164V | I:0.230A | mAh:1143.03
[2026-01-17 00:37:23.926] V:4.164V | I:0.228A | mAh:1143.09
[2026-01-17 00:37:24.925] V:4.164V | I:0.228A | mAh:1143.16
[2026-01-17 00:37:25.922] V:4.164V | I:0.229A | mAh:1143.22
[2026-01-17 00:37:26.928] V:4.168V | I:0.228A | mAh:1143.28
[2026-01-17 00:37:27.930] V:4.164V | I:0.228A | mAh:1143.35
[2026-01-17 00:37:28.933] V:4.164V | I:0.227A | mAh:1143.41
[2026-01-17 00:37:29.936] V:4.160V | I:0.227A | mAh:1143.47
[2026-01-17 00:37:30.939] V:4.164V | I:0.228A | mAh:1143.54
[2026-01-17 00:37:31.938] V:4.164V | I:0.227A | mAh:1143.60
[2026-01-17 00:37:32.937] V:4.164V | I:0.228A | mAh:1143.66
[2026-01-17 00:37:33.941] V:4.164V | I:0.228A | mAh:1143.73
[2026-01-17 00:37:34.942] V:4.164V | I:0.229A | mAh:1143.79
[2026-01-17 00:37:35.943] V:4.164V | I:0.227A | mAh:1143.85
[2026-01-17 00:37:36.946] V:4.164V | I:0.227A | mAh:1143.92
[2026-01-17 00:37:37.947] V:4.164V | I:0.228A | mAh:1143.98
[2026-01-17 00:37:38.950] V:4.164V | I:0.228A | mAh:1144.04
[2026-01-17 00:37:39.952] V:4.160V | I:0.229A | mAh:1144.11
[2026-01-17 00:37:40.957] V:4.160V | I:0.227A | mAh:1144.17
[2026-01-17 00:37:41.956] V:4.160V | I:0.226A | mAh:1144.23
[2026-01-17 00:37:42.958] V:4.164V | I:0.229A | mAh:1144.30
[2026-01-17 00:37:43.960] V:4.160V | I:0.228A | mAh:1144.36
[2026-01-17 00:37:44.962] V:4.164V | I:0.226A | mAh:1144.42
[2026-01-17 00:37:45.964] V:4.164V | I:0.227A | mAh:1144.49
[2026-01-17 00:37:46.967] V:4.168V | I:0.226A | mAh:1144.55
[2026-01-17 00:37:47.971] V:4.168V | I:0.228A | mAh:1144.61
[2026-01-17 00:37:48.971] V:4.160V | I:0.227A | mAh:1144.68
[2026-01-17 00:37:49.974] V:4.160V | I:0.227A | mAh:1144.74
[2026-01-17 00:37:50.976] V:4.160V | I:0.226A | mAh:1144.80
[2026-01-17 00:37:51.981] V:4.160V | I:0.224A | mAh:1144.87
[2026-01-17 00:37:52.984] V:4.160V | I:0.226A | mAh:1144.93
[2026-01-17 00:37:53.984] V:4.168V | I:0.226A | mAh:1144.99
[2026-01-17 00:37:54.981] V:4.164V | I:0.226A | mAh:1145.05
[2026-01-17 00:37:55.982] V:4.160V | I:0.225A | mAh:1145.12
[2026-01-17 00:37:56.996] V:4.164V | I:0.227A | mAh:1145.18
[2026-01-17 00:37:57.997] V:4.164V | I:0.224A | mAh:1145.24
[2026-01-17 00:37:58.987] V:4.164V | I:0.226A | mAh:1145.31
[2026-01-17 00:37:59.990] V:4.160V | I:0.225A | mAh:1145.37
[2026-01-17 00:38:00.990] V:4.160V | I:0.226A | mAh:1145.43
[2026-01-17 00:38:01.995] V:4.160V | I:0.227A | mAh:1145.49
[2026-01-17 00:38:02.997] V:4.168V | I:0.225A | mAh:1145.56
[2026-01-17 00:38:03.999] V:4.164V | I:0.225A | mAh:1145.62
[2026-01-17 00:38:04.998] V:4.168V | I:0.226A | mAh:1145.68
[2026-01-17 00:38:06.004] V:4.160V | I:0.224A | mAh:1145.74
[2026-01-17 00:38:07.008] V:4.164V | I:0.224A | mAh:1145.81
[2026-01-17 00:38:08.012] V:4.164V | I:0.224A | mAh:1145.87
[2026-01-17 00:38:09.018] V:4.164V | I:0.224A | mAh:1145.93
[2026-01-17 00:38:10.016] V:4.164V | I:0.223A | mAh:1145.99
[2026-01-17 00:38:11.020] V:4.164V | I:0.224A | mAh:1146.06
[2026-01-17 00:38:12.024] V:4.164V | I:0.224A | mAh:1146.12
[2026-01-17 00:38:13.027] V:4.164V | I:0.223A | mAh:1146.18
[2026-01-17 00:38:14.014] V:4.168V | I:0.223A | mAh:1146.24
[2026-01-17 00:38:15.031] V:4.164V | I:0.222A | mAh:1146.30
[2026-01-17 00:38:16.020] V:4.164V | I:0.223A | mAh:1146.37
[2026-01-17 00:38:17.021] V:4.164V | I:0.223A | mAh:1146.43
[2026-01-17 00:38:18.022] V:4.164V | I:0.222A | mAh:1146.49
[2026-01-17 00:38:19.026] V:4.164V | I:0.224A | mAh:1146.55
[2026-01-17 00:38:20.028] V:4.164V | I:0.222A | mAh:1146.61
[2026-01-17 00:38:21.033] V:4.164V | I:0.222A | mAh:1146.68
[2026-01-17 00:38:22.039] V:4.164V | I:0.222A | mAh:1146.74
[2026-01-17 00:38:23.041] V:4.164V | I:0.221A | mAh:1146.80
[2026-01-17 00:38:24.041] V:4.160V | I:0.222A | mAh:1146.86
[2026-01-17 00:38:25.042] V:4.164V | I:0.221A | mAh:1146.92
[2026-01-17 00:38:26.044] V:4.160V | I:0.222A | mAh:1146.98
[2026-01-17 00:38:27.046] V:4.164V | I:0.222A | mAh:1147.05
[2026-01-17 00:38:28.050] V:4.168V | I:0.221A | mAh:1147.11
[2026-01-17 00:38:29.054] V:4.164V | I:0.222A | mAh:1147.17
[2026-01-17 00:38:30.058] V:4.164V | I:0.220A | mAh:1147.23
[2026-01-17 00:38:31.063] V:4.168V | I:0.220A | mAh:1147.29
[2026-01-17 00:38:32.065] V:4.164V | I:0.219A | mAh:1147.35
[2026-01-17 00:38:33.067] V:4.164V | I:0.221A | mAh:1147.41
[2026-01-17 00:38:34.070] V:4.164V | I:0.219A | mAh:1147.47
[2026-01-17 00:38:35.059] V:4.168V | I:0.219A | mAh:1147.54
[2026-01-17 00:38:36.063] V:4.164V | I:0.220A | mAh:1147.60
[2026-01-17 00:38:37.063] V:4.164V | I:0.220A | mAh:1147.66
[2026-01-17 00:38:38.068] V:4.164V | I:0.220A | mAh:1147.72
[2026-01-17 00:38:39.071] V:4.164V | I:0.220A | mAh:1147.78
[2026-01-17 00:38:40.072] V:4.164V | I:0.218A | mAh:1147.84
[2026-01-17 00:38:41.077] V:4.164V | I:0.218A | mAh:1147.90
[2026-01-17 00:38:42.079] V:4.164V | I:0.218A | mAh:1147.96
[2026-01-17 00:38:43.082] V:4.164V | I:0.218A | mAh:1148.02
[2026-01-17 00:38:44.086] V:4.168V | I:0.219A | mAh:1148.08
[2026-01-17 00:38:45.087] V:4.164V | I:0.219A | mAh:1148.14
[2026-01-17 00:38:46.090] V:4.168V | I:0.219A | mAh:1148.21
[2026-01-17 00:38:47.091] V:4.164V | I:0.217A | mAh:1148.27
[2026-01-17 00:38:48.095] V:4.164V | I:0.218A | mAh:1148.33
[2026-01-17 00:38:49.096] V:4.168V | I:0.218A | mAh:1148.39
[2026-01-17 00:38:50.099] V:4.168V | I:0.217A | mAh:1148.45
[2026-01-17 00:38:51.102] V:4.164V | I:0.219A | mAh:1148.51
[2026-01-17 00:38:52.105] V:4.156V | I:0.218A | mAh:1148.57
[2026-01-17 00:38:53.092] V:4.164V | I:0.217A | mAh:1148.63
[2026-01-17 00:38:54.109] V:4.164V | I:0.216A | mAh:1148.69
[2026-01-17 00:38:55.098] V:4.164V | I:0.218A | mAh:1148.75
[2026-01-17 00:38:56.100] V:4.168V | I:0.217A | mAh:1148.81
[2026-01-17 00:38:57.108] V:4.164V | I:0.217A | mAh:1148.87
[2026-01-17 00:38:58.109] V:4.168V | I:0.216A | mAh:1148.93
[2026-01-17 00:38:59.107] V:4.164V | I:0.216A | mAh:1148.99
[2026-01-17 00:39:00.109] V:4.168V | I:0.217A | mAh:1149.05
[2026-01-17 00:39:01.120] V:4.164V | I:0.215A | mAh:1149.11
[2026-01-17 00:39:02.121] V:4.164V | I:0.217A | mAh:1149.17
[2026-01-17 00:39:03.122] V:4.168V | I:0.218A | mAh:1149.23
[2026-01-17 00:39:04.125] V:4.168V | I:0.217A | mAh:1149.29
[2026-01-17 00:39:05.126] V:4.168V | I:0.217A | mAh:1149.35
[2026-01-17 00:39:06.128] V:4.168V | I:0.217A | mAh:1149.41
[2026-01-17 00:39:07.133] V:4.164V | I:0.218A | mAh:1149.47
[2026-01-17 00:39:08.122] V:4.168V | I:0.215A | mAh:1149.53
[2026-01-17 00:39:09.126] V:4.164V | I:0.215A | mAh:1149.59
[2026-01-17 00:39:10.130] V:4.168V | I:0.215A | mAh:1149.65
[2026-01-17 00:39:11.132] V:4.164V | I:0.215A | mAh:1149.71
[2026-01-17 00:39:12.134] V:4.164V | I:0.212A | mAh:1149.77
[2026-01-17 00:39:13.142] V:4.168V | I:0.216A | mAh:1149.83
[2026-01-17 00:39:14.146] V:4.168V | I:0.216A | mAh:1149.89
[2026-01-17 00:39:15.137] V:4.168V | I:0.214A | mAh:1149.95
[2026-01-17 00:39:16.142] V:4.164V | I:0.214A | mAh:1150.01
[2026-01-17 00:39:17.143] V:4.168V | I:0.215A | mAh:1150.07
[2026-01-17 00:39:18.149] V:4.168V | I:0.215A | mAh:1150.13
[2026-01-17 00:39:19.147] V:4.164V | I:0.213A | mAh:1150.19
[2026-01-17 00:39:20.150] V:4.164V | I:0.213A | mAh:1150.25
[2026-01-17 00:39:21.152] V:4.168V | I:0.214A | mAh:1150.31
[2026-01-17 00:39:22.155] V:4.164V | I:0.212A | mAh:1150.37
[2026-01-17 00:39:23.160] V:4.168V | I:0.214A | mAh:1150.43
[2026-01-17 00:39:24.163] V:4.168V | I:0.211A | mAh:1150.49
[2026-01-17 00:39:25.165] V:4.164V | I:0.215A | mAh:1150.55
[2026-01-17 00:39:26.165] V:4.164V | I:0.215A | mAh:1150.61
[2026-01-17 00:39:27.169] V:4.168V | I:0.215A | mAh:1150.67
[2026-01-17 00:39:28.168] V:4.168V | I:0.214A | mAh:1150.73
[2026-01-17 00:39:29.172] V:4.172V | I:0.212A | mAh:1150.79
[2026-01-17 00:39:30.178] V:4.168V | I:0.213A | mAh:1150.85
[2026-01-17 00:39:31.181] V:4.168V | I:0.212A | mAh:1150.90
[2026-01-17 00:39:32.183] V:4.168V | I:0.212A | mAh:1150.96
[2026-01-17 00:39:33.183] V:4.164V | I:0.210A | mAh:1151.02
[2026-01-17 00:39:34.189] V:4.168V | I:0.212A | mAh:1151.08
[2026-01-17 00:39:35.178] V:4.168V | I:0.210A | mAh:1151.14
[2026-01-17 00:39:36.180] V:4.164V | I:0.212A | mAh:1151.20
[2026-01-17 00:39:37.185] V:4.168V | I:0.212A | mAh:1151.26
[2026-01-17 00:39:38.189] V:4.164V | I:0.212A | mAh:1151.32
[2026-01-17 00:39:39.190] V:4.164V | I:0.210A | mAh:1151.37
[2026-01-17 00:39:40.191] V:4.164V | I:0.213A | mAh:1151.43
[2026-01-17 00:39:41.195] V:4.168V | I:0.211A | mAh:1151.49
[2026-01-17 00:39:42.201] V:4.164V | I:0.211A | mAh:1151.55
[2026-01-17 00:39:43.196] V:4.168V | I:0.211A | mAh:1151.61
[2026-01-17 00:39:44.198] V:4.168V | I:0.210A | mAh:1151.67
[2026-01-17 00:39:45.202] V:4.168V | I:0.210A | mAh:1151.73
[2026-01-17 00:39:46.205] V:4.172V | I:0.212A | mAh:1151.79
[2026-01-17 00:39:47.206] V:4.164V | I:0.210A | mAh:1151.84
[2026-01-17 00:39:48.209] V:4.168V | I:0.210A | mAh:1151.90
[2026-01-17 00:39:49.208] V:4.164V | I:0.210A | mAh:1151.96
[2026-01-17 00:39:50.213] V:4.172V | I:0.209A | mAh:1152.02
[2026-01-17 00:39:51.212] V:4.168V | I:0.209A | mAh:1152.08
[2026-01-17 00:39:52.215] V:4.168V | I:0.210A | mAh:1152.14
[2026-01-17 00:39:53.218] V:4.164V | I:0.210A | mAh:1152.19
[2026-01-17 00:39:54.221] V:4.164V | I:0.209A | mAh:1152.25
[2026-01-17 00:39:55.221] V:4.164V | I:0.209A | mAh:1152.31
[2026-01-17 00:39:56.224] V:4.168V | I:0.211A | mAh:1152.37
[2026-01-17 00:39:57.221] V:4.168V | I:0.211A | mAh:1152.43
[2026-01-17 00:39:58.224] V:4.164V | I:0.210A | mAh:1152.49
[2026-01-17 00:39:59.228] V:4.168V | I:0.210A | mAh:1152.55
[2026-01-17 00:40:00.231] V:4.172V | I:0.208A | mAh:1152.60
[2026-01-17 00:40:01.232] V:4.164V | I:0.208A | mAh:1152.66
